H3K4me1_chr1-3556 1_internal_22891
H3K4me1_chr1-128001 1_internal_21770
H3K4me1_chr1-128002 1_internal_21591
H3K4me1_chr1-128003 1_internal_21591
H3K4me1_chr1-128036 1_internal_24219
H3K4me1_chr1-128055 1_internal_18843
H3K4me1_chr1-128106 1_internal_17769
H3K4me1_chr1-128115 1_internal_18067
H3K4me1_chr1-128141 1_internal_25695
H3K4me1_chr1-128155 1_internal_19695
H3K4me1_chr1-128230 1_internal_18264
H3K4me1_chr1-128237 1_internal_21199
H3K4me1_chr1-128272 1_internal_18060
H3K4me1_chr1-128274 1_internal_20642
H3K4me1_chr1-128283 1_internal_22814
H3K4me1_chr1-128285 1_internal_22814
H3K4me1_chr1-128286 1_internal_22814
H3K4me1_chr1-128362 1_internal_17552
H3K4me1_chr1-128389 1_internal_17564
H3K4me1_chr1-128443 1_internal_17068
H3K4me1_chr1-128458 1_internal_24712
H3K4me1_chr1-128477 1_internal_25822
H3K4me1_chr1-128542 1_internal_22834
H3K4me1_chr1-128548 1_internal_25216
H3K4me1_chr1-128553 1_internal_26161
H3K4me1_chr1-128555 1_internal_26161
H3K4me1_chr1-128593 1_internal_17729
H3K4me1_chr1-128651 1_internal_19913
H3K4me1_chr1-128673 1_internal_20293
H3K4me1_chr1-128701 1_internal_16677
H3K4me1_chr1-128704 1_internal_18860
H3K4me1_chr1-128718 1_internal_24854
H3K4me1_chr1-128729 1_internal_21284
H3K4me1_chr1-128787 1_internal_18013
H3K4me1_chr1-128797 1_internal_17764
H3K4me1_chr1-128812 1_internal_26219
H3K4me1_chr1-128816 1_internal_26219
H3K4me1_chr1-128840 1_internal_24607
H3K4me1_chr1-128874 1_internal_16209
H3K4me1_chr1-128880 1_internal_19531
H3K4me1_chr1-128907 1_internal_26198
H3K4me1_chr1-128968 1_internal_26385
H3K4me1_chr1-128983 1_internal_20235
H3K4me1_chr1-128986 1_internal_26892
H3K4me1_chr1-129019 1_internal_18408
H3K4me1_chr1-129026 1_internal_24474
H3K4me1_chr1-129028 1_internal_24474
H3K4me1_chr1-129044 1_internal_18595
H3K4me1_chr1-129056 1_internal_15967
H3K4me1_chr1-129075 1_internal_22030
H3K4me1_chr1-129119 1_internal_21063
H3K4me1_chr1-129147 1_internal_20113
H3K4me1_chr1-129170 1_internal_21728
H3K4me1_chr1-129175 1_internal_24446
H3K4me1_chr1-129179 1_internal_22735
H3K4me1_chr1-129191 1_internal_20777
H3K4me1_chr1-129250 1_internal_24287
H3K4me1_chr1-129291 1_internal_21198
H3K4me1_chr1-129334 1_internal_20385
H3K4me1_chr1-129362 1_internal_26305
H3K4me1_chr1-129382 1_internal_23974
H3K4me1_chr1-129415 1_internal_20798
H3K4me1_chr1-129427 1_internal_25069
H3K4me1_chr1-129436 1_internal_22176
H3K4me1_chr1-129443 1_internal_19905
H3K4me1_chr1-129469 1_internal_22322
H3K4me1_chr1-129471 1_internal_20040
H3K4me1_chr1-129475 1_internal_23667
H3K4me1_chr1-129507 1_internal_25423
H3K4me1_chr1-129542 1_internal_18016
H3K4me1_chr1-129568 1_internal_19071
H3K4me1_chr1-129576 1_internal_18512
H3K4me1_chr1-129584 1_internal_22228
H3K4me1_chr1-129600 1_internal_21427
H3K4me1_chr1-129602 1_internal_24168
H3K4me1_chr1-129605 1_internal_18593
H3K4me1_chr1-129705 1_internal_20774
H3K4me1_chr1-129728 1_internal_25034
H3K4me1_chr1-129744 1_internal_24524
H3K4me1_chr1-129770 1_internal_22178
H3K4me1_chr1-129782 1_internal_18712
H3K4me1_chr1-129886 1_internal_20200
H3K4me1_chr1-129920 1_internal_27406
H3K4me1_chr1-129922 1_internal_27406
H3K4me1_chr1-129960 1_internal_16615
H3K4me1_chr1-129972 1_internal_19624
H3K4me1_chr1-129978 1_internal_23489
H3K4me1_chr1-130042 1_internal_19876
H3K4me1_chr1-130049 1_internal_25230
H3K4me1_chr1-130052 1_internal_19770
H3K4me1_chr1-130097 1_internal_20855
H3K4me1_chr1-130118 1_internal_25327
H3K4me1_chr1-130132 1_internal_24712
H3K4me1_chr1-130137 1_internal_18223
H3K4me1_chr1-130161 1_internal_25842
H3K4me1_chr1-130211 1_internal_23432
H3K4me1_chr1-130212 1_internal_24135
H3K4me1_chr1-130221 1_internal_20358
H3K4me1_chr1-130259 1_internal_17303
H3K4me1_chr1-130271 1_internal_20280
H3K4me1_chr1-130286 1_internal_20172
H3K4me1_chr1-130307 1_internal_19913
H3K4me1_chr1-130312 1_internal_18101
H3K4me1_chr1-130327 1_internal_18437
H3K4me1_chr1-130360 1_internal_15910
H3K4me1_chr1-130400 1_internal_25652
H3K4me1_chr1-130406 1_internal_24560
H3K4me1_chr1-130407 1_internal_24560
H3K4me1_chr1-130411 1_internal_16347
H3K4me1_chr1-130419 1_internal_19329
H3K4me1_chr1-130443 1_internal_23684
H3K4me1_chr1-130471 1_internal_20624
H3K4me1_chr1-130540 1_internal_20443
H3K4me1_chr1-130574 1_internal_23711
H3K4me1_chr1-130594 1_internal_18756
H3K4me1_chr1-130598 1_internal_17501
H3K4me1_chr1-130619 1_internal_18606
H3K4me1_chr1-130620 1_internal_24708
H3K4me1_chr1-130626 1_internal_18275
H3K4me1_chr1-130633 1_internal_19600
H3K4me1_chr1-130645 1_internal_19269
H3K4me1_chr1-130646 1_internal_18791
H3K4me1_chr1-130659 1_internal_26892
H3K4me1_chr1-130660 1_internal_26892
H3K4me1_chr1-130664 1_internal_26488
H3K4me1_chr1-130694 1_internal_18408
H3K4me1_chr1-130740 1_internal_25390
H3K4me1_chr1-130764 1_internal_19461
H3K4me1_chr1-130799 1_internal_17298
H3K4me1_chr1-130824 1_internal_18302
H3K4me1_chr1-130834 1_internal_22289
H3K4me1_chr1-130872 1_internal_24739
H3K4me1_chr1-130873 1_internal_15635
H3K4me1_chr1-130924 1_internal_16891
H3K4me1_chr1-130950 1_internal_18903
H3K4me1_chr1-130959 1_internal_22631
H3K4me1_chr1-130966 1_internal_22216
H3K4me1_chr1-130973 1_internal_20588
H3K4me1_chr1-130979 1_internal_17754
H3K4me1_chr1-130993 1_internal_17580
H3K4me1_chr1-130998 1_internal_19240
H3K4me1_chr1-131002 1_internal_20385
H3K4me1_chr1-131035 1_internal_20612
H3K4me1_chr1-131053 1_internal_24759
H3K4me1_chr1-131074 1_internal_24005
H3K4me1_chr1-131079 1_internal_25629
H3K4me1_chr1-131118 1_internal_22322
H3K4me1_chr1-131135 1_internal_25804
H3K4me1_chr1-131139 1_internal_24457
H3K4me1_chr1-131168 1_internal_20566
H3K4me1_chr1-131237 1_internal_23750
H3K4me1_chr1-131265 1_internal_26124
H3K4me1_chr1-131267 1_internal_24899
H3K4me1_chr1-131269 1_internal_18014
H3K4me1_chr1-131274 1_internal_17295
H3K4me1_chr1-131293 1_internal_17527
H3K4me1_chr1-131312 1_internal_19012
H3K4me1_chr1-131321 1_internal_24241
H3K4me1_chr1-131354 1_internal_17619
H3K4me1_chr1-131492 1_internal_17152
H3K4me1_chr1-131515 1_internal_21116
H3K4me1_chr1-131530 1_internal_20327
H3K4me1_chr1-131538 1_internal_20249
H3K4me1_chr1-131549 1_internal_24605
H3K4me1_chr1-131563 1_internal_26062
H3K4me1_chr1-131598 1_internal_19653
H3K4me1_chr1-131624 1_internal_18637
H3K4me1_chr1-131645 1_internal_22226
H3K4me1_chr1-131674 1_internal_25087
H3K4me1_chr1-131715 1_internal_18559
H3K4me1_chr1-131731 1_internal_25743
H3K4me1_chr1-131732 1_internal_22029
H3K4me1_chr1-131733 1_internal_25743
H3K4me1_chr1-131754 1_internal_25822
H3K4me1_chr1-131786 1_internal_23353
H3K4me1_chr1-131804 1_internal_25049
H3K4me1_chr1-131831 1_internal_23432
H3K4me1_chr1-131833 1_internal_23432
H3K4me1_chr1-131841 1_internal_20358
H3K4me1_chr1-131874 1_internal_17303
H3K4me1_chr1-131881 1_internal_17950
H3K4me1_chr1-131882 1_internal_17950
H3K4me1_chr1-131885 1_internal_17401
H3K4me1_chr1-131889 1_internal_16454
H3K4me1_chr1-131902 1_internal_20592
H3K4me1_chr1-131926 1_internal_21467
H3K4me1_chr1-131934 1_internal_18154
H3K4me1_chr1-131959 1_internal_17974
H3K4me1_chr1-131961 1_internal_18892
H3K4me1_chr1-132009 1_internal_24631
H3K4me1_chr1-132015 1_internal_25996
H3K4me1_chr1-132027 1_internal_15794
H3K4me1_chr1-132050 1_internal_17599
H3K4me1_chr1-132057 1_internal_19339
H3K4me1_chr1-132067 1_internal_23684
H3K4me1_chr1-132099 1_internal_17992
H3K4me1_chr1-132116 1_internal_18599
H3K4me1_chr1-132128 1_internal_24247
H3K4me1_chr1-132129 1_internal_24247
H3K4me1_chr1-132130 1_internal_24247
H3K4me1_chr1-132137 1_internal_26219
H3K4me1_chr1-132149 1_internal_22844
H3K4me1_chr1-132167 1_internal_19186
H3K4me1_chr1-132170 1_internal_18511
H3K4me1_chr1-132172 1_internal_20443
H3K4me1_chr1-132173 1_internal_20443
H3K4me1_chr1-132196 1_internal_18556
H3K4me1_chr1-132244 1_internal_25318
H3K4me1_chr1-132266 1_internal_22060
H3K4me1_chr1-132270 1_internal_19986
H3K4me1_chr1-132298 1_internal_19600
H3K4me1_chr1-132316 1_internal_27240
H3K4me1_chr1-132324 1_internal_27240
H3K4me1_chr1-132340 1_internal_23355
H3K4me1_chr1-132364 1_internal_16065
H3K4me1_chr1-132366 1_internal_24474
H3K4me1_chr1-132371 1_internal_24474
H3K4me1_chr1-132383 1_internal_17091
H3K4me1_chr1-132407 1_internal_25390
H3K4me1_chr1-132414 1_internal_24263
H3K4me1_chr1-132513 1_internal_21209
H3K4me1_chr1-132514 1_internal_21209
H3K4me1_chr1-132576 1_internal_16610
H3K4me1_chr1-132623 1_internal_18903
H3K4me1_chr1-132639 1_internal_22216
H3K4me1_chr1-132664 1_internal_24849
H3K4me1_chr1-132666 1_internal_24849
H3K4me1_chr1-132668 1_internal_18281
H3K4me1_chr1-132686 1_internal_20385
H3K4me1_chr1-132691 1_internal_24480
H3K4me1_chr1-132724 1_internal_18828
H3K4me1_chr1-132734 1_internal_25331
H3K4me1_chr1-132735 1_internal_25331
H3K4me1_chr1-132737 1_internal_18269
H3K4me1_chr1-132747 1_internal_20640
H3K4me1_chr1-132750 1_internal_19100
H3K4me1_chr1-132752 1_internal_19100
H3K4me1_chr1-132762 1_internal_20798
H3K4me1_chr1-132763 1_internal_24005
H3K4me1_chr1-132771 1_internal_18513
H3K4me1_chr1-132772 1_internal_25069
H3K4me1_chr1-132774 1_internal_25069
H3K4me1_chr1-132776 1_internal_25069
H3K4me1_chr1-132779 1_internal_24769
H3K4me1_chr1-132821 1_internal_24313
H3K4me1_chr1-132822 1_internal_24313
H3K4me1_chr1-132832 1_internal_24457
H3K4me1_chr1-132841 1_internal_17447
H3K4me1_chr1-132851 1_internal_25423
H3K4me1_chr1-132896 1_internal_18666
H3K4me1_chr1-132932 1_internal_22536
H3K4me1_chr1-132933 1_internal_22228
H3K4me1_chr1-132941 1_internal_26124
H3K4me1_chr1-132990 1_internal_16945
H3K4me1_chr1-132997 1_internal_24219
H3K4me1_chr1-133019 1_internal_24154
H3K4me1_chr1-133021 1_internal_20159
H3K4me1_chr1-133097 1_internal_24271
H3K4me1_chr1-133123 1_internal_16653
H3K4me1_chr1-133126 1_internal_18712
H3K4me1_chr1-133150 1_internal_20866
H3K4me1_chr1-133185 1_internal_24962
H3K4me1_chr1-133202 1_internal_16150
H3K4me1_chr1-133220 1_internal_21116
H3K4me1_chr1-133254 1_internal_24605
H3K4me1_chr1-133256 1_internal_21627
H3K4me1_chr1-133277 1_internal_20794
H3K4me1_chr1-133292 1_internal_23489
H3K4me1_chr1-133307 1_internal_21597
H3K4me1_chr1-133314 1_internal_19165
H3K4me1_chr1-133359 1_internal_24156
H3K4me1_chr1-133377 1_internal_16717
H3K4me1_chr1-133378 1_internal_19185
H3K4me1_chr1-133381 1_internal_18654
H3K4me1_chr1-133383 1_internal_25230
H3K4me1_chr1-133456 1_internal_18559
H3K4me1_chr1-133461 1_internal_25327
H3K4me1_chr1-133488 1_internal_25822
H3K4me1_chr1-133496 1_internal_17346
H3K4me1_chr1-133517 1_internal_23353
H3K4me1_chr1-133547 1_internal_23432
H3K4me1_chr1-133559 1_internal_17415
H3K4me1_chr1-133571 1_internal_17835
H3K4me1_chr1-133595 1_internal_17744
H3K4me1_chr1-133653 1_internal_18389
H3K4me1_chr1-133658 1_internal_18437
H3K4me1_chr1-133659 1_internal_18437
H3K4me1_chr1-133660 1_internal_18437
H3K4me1_chr1-133668 1_internal_19534
H3K4me1_chr1-133679 1_internal_20541
H3K4me1_chr1-133725 1_internal_24451
H3K4me1_chr1-133728 1_internal_18739
H3K4me1_chr1-133742 1_internal_19329
H3K4me1_chr1-133751 1_internal_18062
H3K4me1_chr1-133755 1_internal_18684
H3K4me1_chr1-133783 1_internal_18947
H3K4me1_chr1-133794 1_internal_19229
H3K4me1_chr1-133816 1_internal_26219
H3K4me1_chr1-133839 1_internal_25314
H3K4me1_chr1-133846 1_internal_24607
H3K4me1_chr1-133855 1_internal_16198
H3K4me1_chr1-133878 1_internal_15969
H3K4me1_chr1-133887 1_internal_19323
H3K4me1_chr1-133901 1_internal_23602
H3K4me1_chr1-133905 1_internal_26198
H3K4me1_chr1-133925 1_internal_25318
H3K4me1_chr1-133929 1_internal_19775
H3K4me1_chr1-133965 1_internal_18730
H3K4me1_chr1-133975 1_internal_26385
H3K4me1_chr1-133976 1_internal_26385
H3K4me1_chr1-133982 1_internal_18791
H3K4me1_chr1-134001 1_internal_27240
H3K4me1_chr1-134018 1_internal_23355
H3K4me1_chr1-134042 1_internal_24660
H3K4me1_chr1-134051 1_internal_18595
H3K4me1_chr1-134066 1_internal_17857
H3K4me1_chr1-134080 1_internal_24263
H3K4me1_chr1-134124 1_internal_21063
H3K4me1_chr1-134154 1_internal_26549
H3K4me1_chr1-134178 1_internal_20387
H3K4me1_chr1-134217 1_internal_20924
H3K4me1_chr1-134241 1_internal_17275
H3K4me1_chr1-134255 1_internal_18914
H3K4me1_chr1-134280 1_internal_22292
H3K4me1_chr1-134314 1_internal_24849
H3K4me1_chr1-134316 1_internal_24849
H3K4me1_chr1-134329 1_internal_19403
H3K4me1_chr1-134332 1_internal_19942
H3K4me1_chr1-134354 1_internal_20612
H3K4me1_chr1-134364 1_internal_17802
H3K4me1_chr1-134376 1_internal_25212
H3K4me1_chr1-134380 1_internal_24759
H3K4me1_chr1-134390 1_internal_23350
H3K4me1_chr1-134392 1_internal_20640
H3K4me1_chr1-134413 1_internal_18513
H3K4me1_chr1-134415 1_internal_25069
H3K4me1_chr1-134416 1_internal_24769
H3K4me1_chr1-134444 1_internal_23284
H3K4me1_chr1-134445 1_internal_23284
H3K4me1_chr1-134448 1_internal_24879
H3K4me1_chr1-134453 1_internal_23667
H3K4me1_chr1-134466 1_internal_20214
H3K4me1_chr1-134476 1_internal_16340
H3K4me1_chr1-134488 1_internal_24672
H3K4me1_chr1-134496 1_internal_24734
H3K4me1_chr1-134504 1_internal_25423
H3K4me1_chr1-134541 1_internal_18071
H3K4me1_chr1-134553 1_internal_25239
H3K4me1_chr1-134573 1_internal_18876
H3K4me1_chr1-134601 1_internal_19922
H3K4me1_chr1-134605 1_internal_26124
H3K4me1_chr1-134617 1_internal_18593
H3K4me1_chr1-134660 1_internal_24219
H3K4me1_chr1-134667 1_internal_18090
H3K4me1_chr1-134674 1_internal_22620
H3K4me1_chr1-134684 1_internal_24154
H3K4me1_chr1-134692 1_internal_17647
H3K4me1_chr1-134697 1_internal_23778
H3K4me1_chr1-134705 1_internal_17080
H3K4me1_chr1-134722 1_internal_19312
H3K4me1_chr1-134752 1_internal_22823
H3K4me1_chr1-134766 1_internal_24524
H3K4me1_chr1-134772 1_internal_24271
H3K4me1_chr1-134779 1_internal_25894
H3K4me1_chr1-134796 1_internal_25894
H3K4me1_chr1-134798 1_internal_24519
H3K4me1_chr1-134820 1_internal_18081
H3K4me1_chr1-134839 1_internal_21385
H3K4me1_chr1-134842 1_internal_20866
H3K4me1_chr1-134885 1_internal_24962
H3K4me1_chr1-134921 1_internal_21199
H3K4me1_chr1-134954 1_internal_17556
H3K4me1_chr1-134996 1_internal_25100
H3K4me1_chr1-135008 1_internal_21597
H3K4me1_chr1-135021 1_internal_19373
H3K4me1_chr1-135047 1_internal_24156
H3K4me1_chr1-135057 1_internal_18741
H3K4me1_chr1-135067 1_internal_18219
H3K4me1_chr1-135090 1_internal_25087
H3K4me1_chr1-135121 1_internal_20009
H3K4me1_chr1-135137 1_internal_25743
H3K4me1_chr1-135157 1_internal_25822
H3K4me1_chr1-135167 1_internal_18120
H3K4me1_chr1-135206 1_internal_22834
H3K4me1_chr1-135212 1_internal_20100
H3K4me1_chr1-135215 1_internal_25216
H3K4me1_chr1-135220 1_internal_26161
H3K4me1_chr1-135223 1_internal_23432
H3K4me1_chr1-135230 1_internal_20358
H3K4me1_chr1-135232 1_internal_20358
H3K4me1_chr1-135293 1_internal_24837
H3K4me1_chr1-135300 1_internal_20066
H3K4me1_chr1-135302 1_internal_20592
H3K4me1_chr1-135336 1_internal_18170
H3K4me1_chr1-135340 1_internal_18389
H3K4me1_chr1-135346 1_internal_19534
H3K4me1_chr1-135368 1_internal_20945
H3K4me1_chr1-135388 1_internal_18358
H3K4me1_chr1-135393 1_internal_18784
H3K4me1_chr1-135434 1_internal_24451
H3K4me1_chr1-135444 1_internal_21284
H3K4me1_chr1-135448 1_internal_18278
H3K4me1_chr1-135460 1_internal_25435
H3K4me1_chr1-135486 1_internal_18895
H3K4me1_chr1-135504 1_internal_17992
H3K4me1_chr1-135506 1_internal_18227
H3K4me1_chr1-135529 1_internal_20323
H3K4me1_chr1-135542 1_internal_16979
H3K4me1_chr1-135557 1_internal_24607
H3K4me1_chr1-135574 1_internal_16041
H3K4me1_chr1-135604 1_internal_25279
H3K4me1_chr1-135610 1_internal_26198
H3K4me1_chr1-135666 1_internal_23010
H3K4me1_chr1-135685 1_internal_24109
H3K4me1_chr1-135733 1_internal_17033
H3K4me1_chr1-135748 1_internal_18408
H3K4me1_chr1-135759 1_internal_24474
H3K4me1_chr1-135774 1_internal_26260
H3K4me1_chr1-135779 1_internal_18365
H3K4me1_chr1-135801 1_internal_25390
H3K4me1_chr1-135802 1_internal_25390
H3K4me1_chr1-135805 1_internal_25390
H3K4me1_chr1-135830 1_internal_21841
H3K4me1_chr1-135838 1_internal_24955
H3K4me1_chr1-135842 1_internal_19461
H3K4me1_chr1-135900 1_internal_21728
H3K4me1_chr1-135913 1_internal_20846
H3K4me1_chr1-135925 1_internal_20777
H3K4me1_chr1-135932 1_internal_25313
H3K4me1_chr1-135989 1_internal_24287
H3K4me1_chr1-136005 1_internal_18434
H3K4me1_chr1-136022 1_internal_22292
H3K4me1_chr1-136025 1_internal_24002
H3K4me1_chr1-136035 1_internal_21471
H3K4me1_chr1-136052 1_internal_24849
H3K4me1_chr1-136060 1_internal_17089
H3K4me1_chr1-136101 1_internal_26305
H3K4me1_chr1-136125 1_internal_22276
H3K4me1_chr1-136153 1_internal_19603
H3K4me1_chr1-136213 1_internal_16634
H3K4me1_chr1-136218 1_internal_25804
H3K4me1_chr1-136225 1_internal_24457
H3K4me1_chr1-136228 1_internal_24672
H3K4me1_chr1-136229 1_internal_24672
H3K4me1_chr1-136291 1_internal_20829
H3K4me1_chr1-136299 1_internal_18071
H3K4me1_chr1-136300 1_internal_18071
H3K4me1_chr1-136311 1_internal_25239
H3K4me1_chr1-136330 1_internal_18508
H3K4me1_chr1-136334 1_internal_18031
H3K4me1_chr1-136336 1_internal_23750
H3K4me1_chr1-136354 1_internal_17147
H3K4me1_chr1-136401 1_internal_24676
H3K4me1_chr1-136440 1_internal_22126
H3K4me1_chr1-136456 1_internal_23778
H3K4me1_chr1-136491 1_internal_24487
H3K4me1_chr1-136532 1_internal_17391
H3K4me1_chr1-136543 1_internal_25894
H3K4me1_chr1-136568 1_internal_16195
H3K4me1_chr1-136569 1_internal_17226
H3K4me1_chr1-136585 1_internal_16910
H3K4me1_chr1-136610 1_internal_24962
H3K4me1_chr1-136664 1_internal_17643
H3K4me1_chr1-136676 1_internal_27406
H3K4me1_chr1-136677 1_internal_17322
H3K4me1_chr1-136678 1_internal_17322
H3K4me1_chr1-136681 1_internal_24605
H3K4me1_chr1-136691 1_internal_17887
H3K4me1_chr1-136692 1_internal_26062
H3K4me1_chr1-136709 1_internal_18824
H3K4me1_chr1-136725 1_internal_17132
H3K4me1_chr1-136734 1_internal_25100
H3K4me1_chr1-136744 1_internal_17375
H3K4me1_chr1-136794 1_internal_21056
H3K4me1_chr1-136840 1_internal_19739
H3K4me1_chr1-136849 1_internal_20933
H3K4me1_chr1-136858 1_internal_21206
H3K4me1_chr1-136870 1_internal_20029
H3K4me1_chr1-136876 1_internal_25822
H3K4me1_chr1-136888 1_internal_18120
H3K4me1_chr1-136890 1_internal_17308
H3K4me1_chr1-136917 1_internal_23353
H3K4me1_chr1-136946 1_internal_26161
H3K4me1_chr1-136951 1_internal_26161
H3K4me1_chr1-136970 1_internal_20358
H3K4me1_chr1-136973 1_internal_20358
H3K4me1_chr1-136977 1_internal_20358
H3K4me1_chr1-136997 1_internal_18233
H3K4me1_chr1-137000 1_internal_25068
H3K4me1_chr1-137002 1_internal_18238
H3K4me1_chr1-137032 1_internal_20280
H3K4me1_chr1-137110 1_internal_18214
H3K4me1_chr1-137117 1_internal_16787
H3K4me1_chr1-137124 1_internal_25175
H3K4me1_chr1-137151 1_internal_15910
H3K4me1_chr1-137162 1_internal_19677
H3K4me1_chr1-137201 1_internal_24451
H3K4me1_chr1-137228 1_internal_17817
H3K4me1_chr1-137246 1_internal_22271
H3K4me1_chr1-137259 1_internal_18895
H3K4me1_chr1-137265 1_internal_23864
H3K4me1_chr1-137291 1_internal_17399
H3K4me1_chr1-137304 1_internal_19634
H3K4me1_chr1-137341 1_internal_22844
H3K4me1_chr1-137343 1_internal_18383
H3K4me1_chr1-137376 1_internal_22595
H3K4me1_chr1-137379 1_internal_15984
H3K4me1_chr1-137389 1_internal_16938
H3K4me1_chr1-137397 1_internal_22497
H3K4me1_chr1-137398 1_internal_22497
H3K4me1_chr1-137403 1_internal_26198
H3K4me1_chr1-137405 1_internal_26198
H3K4me1_chr1-137414 1_internal_21505
H3K4me1_chr1-137425 1_internal_25318
H3K4me1_chr1-137432 1_internal_24528
H3K4me1_chr1-137448 1_internal_25998
H3K4me1_chr1-137457 1_internal_23010
H3K4me1_chr1-137459 1_internal_23010
H3K4me1_chr1-137491 1_internal_17368
H3K4me1_chr1-137495 1_internal_26892
H3K4me1_chr1-137507 1_internal_26488
H3K4me1_chr1-137509 1_internal_26488
H3K4me1_chr1-137510 1_internal_26488
H3K4me1_chr1-137519 1_internal_23355
H3K4me1_chr1-137545 1_internal_22690
H3K4me1_chr1-137559 1_internal_24474
H3K4me1_chr1-137564 1_internal_18579
H3K4me1_chr1-137583 1_internal_22885
H3K4me1_chr1-137587 1_internal_26260
H3K4me1_chr1-137588 1_internal_26260
H3K4me1_chr1-137600 1_internal_25328
H3K4me1_chr1-137629 1_internal_24263
H3K4me1_chr1-137632 1_internal_21841
H3K4me1_chr1-137656 1_internal_22897
H3K4me1_chr1-137724 1_internal_20017
H3K4me1_chr1-137729 1_internal_21209
H3K4me1_chr1-137730 1_internal_20846
H3K4me1_chr1-137731 1_internal_22735
H3K4me1_chr1-137735 1_internal_19822
H3K4me1_chr1-137736 1_internal_19822
H3K4me1_chr1-137745 1_internal_22677
H3K4me1_chr1-137776 1_internal_19112
H3K4me1_chr1-137788 1_internal_24418
H3K4me1_chr1-137807 1_internal_20979
H3K4me1_chr1-137857 1_internal_20588
H3K4me1_chr1-137862 1_internal_17590
H3K4me1_chr1-137863 1_internal_17590
H3K4me1_chr1-137865 1_internal_17754
H3K4me1_chr1-137872 1_internal_24849
H3K4me1_chr1-137883 1_internal_22016
H3K4me1_chr1-137900 1_internal_19942
H3K4me1_chr1-137935 1_internal_25212
H3K4me1_chr1-137953 1_internal_19100
H3K4me1_chr1-137961 1_internal_20798
H3K4me1_chr1-137976 1_internal_25069
H3K4me1_chr1-137977 1_internal_25069
H3K4me1_chr1-137978 1_internal_25069
H3K4me1_chr1-137984 1_internal_25050
H3K4me1_chr1-138022 1_internal_24313
H3K4me1_chr1-138036 1_internal_25804
H3K4me1_chr1-138038 1_internal_25804
H3K4me1_chr1-138069 1_internal_18280
H3K4me1_chr1-138072 1_internal_21087
H3K4me1_chr1-138082 1_internal_18209
H3K4me1_chr1-138088 1_internal_21300
H3K4me1_chr1-138114 1_internal_18666
H3K4me1_chr1-138154 1_internal_20709
H3K4me1_chr1-138160 1_internal_19922
H3K4me1_chr1-138167 1_internal_16935
H3K4me1_chr1-138170 1_internal_24168
H3K4me1_chr1-138176 1_internal_18593
H3K4me1_chr1-138178 1_internal_17421
H3K4me1_chr1-138205 1_internal_17291
H3K4me1_chr1-138236 1_internal_19101
H3K4me1_chr1-138246 1_internal_23778
H3K4me1_chr1-138278 1_internal_23372
H3K4me1_chr1-138319 1_internal_18957
H3K4me1_chr1-138331 1_internal_25695
H3K4me1_chr1-138335 1_internal_17085
H3K4me1_chr1-138338 1_internal_25894
H3K4me1_chr1-138401 1_internal_20866
H3K4me1_chr1-138408 1_internal_19627
H3K4me1_chr1-138410 1_internal_19627
H3K4me1_chr1-138437 1_internal_24962
H3K4me1_chr1-138466 1_internal_20147
